# HotWire artifact -- Attack A2 (forced PreCharge / V2L) sustained-discharge evidence
# Vehicle: LUXGEN N7 (production unit, lab bench).
# Source: decoded from the recorded DIN 70121 trace of the full sustained-discharge session.
# Duration: ~100 minutes of continuous CurrentDemand activity (supports the >=60 min / ~1.25 kWh claim in Sec. 6).
# PRIVACY: the vehicle EVCCID/MAC and ALL link-layer & IPv6 addresses are EXCLUDED. This file contains
#          only protocol-reported electrical fields and relative timestamps -- no identifiers of any kind.
# NOTE: all values are PROTOCOL-REPORTED (read from V2G messages), NOT externally metered.
#       EVSEPresentCurrent is a fixed protocol value emitted by the rogue EVSE, not a measured current.
# Columns: t_rel_s, EVSEPresentVoltage_V (forged), EVSEPresentCurrent_A (reported), EVTargetVoltage_V (vehicle)
t_rel_s,EVSEPresentVoltage_V,EVSEPresentCurrent_A,EVTargetVoltage_V
3026.095,,,413.6
3026.138,0,200,
3026.195,,,413.6
3026.265,0,200,
3026.399,,,413.6
3026.444,0,200,
3026.499,,,413.6
3026.569,0,200,
3026.696,,,413.6
3026.784,0,200,
3026.895,,,413.6
3026.987,0,200,
3027.036,,,413.6
3027.082,0,200,
3027.132,,,413.6
3027.176,0,200,
3027.232,,,413.6
3027.293,0,200,
3027.433,,,413.6
3027.499,0,200,
3027.596,,,413.6
3027.649,0,200,
3027.729,,,413.6
3027.796,0,200,
3027.929,,,413.6
3027.997,0,200,
3028.096,,,413.6
3028.172,0,200,
3028.295,,,413.6
3028.386,0,200,
3028.502,,,413.6
3028.593,0,200,
3028.696,,,413.6
3028.806,0,200,
3028.896,,,413.6
3028.946,0,200,
3028.995,,,413.6
3029.053,0,200,
3029.094,,,413.6
3029.157,0,200,
3029.194,,,413.6
3029.258,0,200,
3029.295,,,413.6
3029.352,0,200,
3029.396,,,413.6
3029.442,0,200,
3029.496,,,413.6
3029.558,0,200,
3029.697,,,413.6
3029.754,0,200,
3029.795,,,413.6
3029.861,0,200,
3029.996,,,413.6
3030.063,0,200,
3030.196,,,413.6
3030.240,0,200,
3030.295,,,413.6
3030.354,0,200,
3030.499,,,413.6
3030.561,0,200,
3030.696,,,413.6
3030.757,0,200,
3030.896,,,413.6
3030.959,0,200,
3031.095,,,413.6
3031.158,0,200,
3031.196,,,413.6
3031.236,0,200,
3031.296,,,413.6
3031.347,0,200,
3031.396,,,413.6
3031.495,0,200,
3031.597,,,413.6
3032.067,0,200,
3032.196,,,413.6
3032.322,0,200,
3032.396,,,413.6
3032.547,0,200,
3032.595,,,413.6
3032.738,0,200,
3032.796,,,413.6
3032.839,0,200,
3032.895,,,413.6
3033.034,0,200,
3033.096,,,413.6
3033.161,0,200,
3033.296,,,413.6
3033.361,0,200,
3033.496,,,413.6
3033.557,0,200,
3033.596,,,413.6
3033.658,0,200,
3033.795,,,413.6
3033.860,0,200,
3033.996,,,413.6
3034.047,0,200,
3034.095,,,413.6
3034.160,0,200,
3034.297,,,413.6
3034.359,0,200,
3034.495,,,413.6
3034.562,0,200,
3034.696,,,413.6
3034.768,0,200,
3034.896,,,413.6
3034.974,0,200,
3035.095,,,413.6
3035.182,0,200,
3035.296,,,413.6
3035.380,0,200,
3035.496,,,413.6
3035.572,0,200,
3035.696,,,413.6
3035.783,0,200,
3035.896,,,413.6
3036.007,0,200,
3036.095,,,413.6
3036.160,0,200,
3036.296,,,413.6
3036.340,0,200,
3036.397,,,413.6
3036.436,0,200,
3036.502,,,413.6
3036.549,0,200,
3036.595,,,413.6
3036.650,0,200,
3036.696,,,413.6
3036.757,0,200,
3036.895,,,413.6
3036.960,0,200,
3037.096,,,413.6
3037.163,0,200,
3037.329,,,413.6
3037.389,0,200,
3037.434,,,413.6
3037.526,0,200,
3037.631,,,413.6
3037.734,0,200,
3037.796,,,413.6
3037.840,0,200,
3037.895,,,413.6
3037.956,0,200,
3038.028,,,413.6
3038.069,0,200,
3038.130,,,413.6
3038.194,0,200,
3038.296,,,413.6
3038.383,0,200,
3038.497,,,413.6
3038.575,0,200,
3038.696,,,413.6
3038.767,0,200,
3038.896,,,413.6
3038.971,0,200,
3039.095,,,413.6
3039.174,0,200,
3039.296,,,413.6
3039.350,0,200,
3039.434,,,413.6
3039.496,0,200,
3039.595,,,413.6
3039.691,0,200,
3039.797,,,413.6
3039.856,0,200,
3039.902,,,413.6
3039.956,0,200,
3040.096,,,413.6
3040.158,0,200,
3040.295,,,413.6
3040.350,0,200,
3040.395,,,413.6
3040.453,0,200,
3040.598,,,413.6
3040.648,0,200,
3040.696,,,413.6
3040.756,0,200,
3040.896,,,413.6
3040.970,0,200,
3041.095,,,413.6
3041.178,0,200,
3041.296,,,413.6
3041.373,0,200,
3041.496,,,413.6
3041.538,0,200,
3041.595,,,413.6
3041.654,0,200,
3041.695,,,413.6
3041.761,0,200,
3041.895,,,413.6
3041.958,0,200,
3042.096,,,413.6
3042.139,0,200,
3042.196,,,413.6
3042.260,0,200,
3042.395,,,413.6
3042.455,0,200,
3042.497,,,413.6
3042.559,0,200,
3042.595,,,413.6
3042.641,0,200,
3042.695,,,413.6
3042.774,0,200,
3042.895,,,413.6
3042.964,0,200,
3043.096,,,413.6
3043.146,0,200,
3043.214,,,413.6
3043.272,0,200,
3043.333,,,413.6
3043.373,0,200,
3043.410,,,413.6
3043.485,0,200,
3043.628,,,413.6
3043.675,0,200,
3043.731,,,413.6
3043.792,0,200,
3043.831,,,413.6
3043.878,0,200,
3043.930,,,413.6
3043.986,0,200,
3044.095,,,413.6
3044.189,0,200,
3044.299,,,413.6
3044.393,0,200,
3044.496,,,413.6
3044.588,0,200,
3044.696,,,413.6
3044.793,0,200,
3044.896,,,413.6
3044.950,0,200,
3044.995,,,413.6
3045.054,0,200,
3045.196,,,413.6
3045.261,0,200,
3045.395,,,413.6
3045.474,0,200,
3045.597,,,413.6
3045.660,0,200,
3045.795,,,413.6
3045.889,0,200,
3045.996,,,413.6
3046.098,0,200,
3046.195,,,413.6
3046.265,0,200,
3046.331,,,413.6
3046.451,0,200,
3046.495,,,413.6
3046.554,0,200,
3046.700,,,413.6
3046.758,0,200,
3046.928,,,413.6
3046.988,0,200,
3047.095,,,413.6
3047.192,0,200,
3047.295,,,413.6
3047.381,0,200,
3047.496,,,413.6
3047.591,0,200,
3047.696,,,413.6
3047.790,0,200,
3047.895,,,413.6
3047.992,0,200,
3048.096,,,413.6
3048.193,0,200,
3048.295,,,413.6
3048.408,0,200,
3048.497,,,413.6
3048.562,0,200,
3048.695,,,413.6
3048.747,0,200,
3048.795,,,413.6
3048.858,0,200,
3048.996,,,413.6
3049.034,0,200,
3049.095,,,413.6
3049.156,0,200,
3049.196,,,413.6
3049.235,0,200,
3049.296,,,413.6
3049.357,0,200,
3049.395,,,413.6
3049.453,0,200,
3049.495,,,413.6
3049.550,0,200,
3049.595,,,413.6
3049.651,0,200,
3049.730,,,413.6
3049.799,0,200,
3049.896,,,413.6
3049.961,0,200,
3050.095,,,413.6
3050.219,0,200,
3050.298,,,413.6
3050.359,0,200,
3050.496,,,413.6
3050.555,0,200,
3050.611,,,413.6
3050.678,0,200,
3050.798,,,413.6
3050.879,0,200,
3051.029,,,413.6
3051.088,0,200,
3051.195,,,413.6
3051.277,0,200,
3051.332,,,413.6
3051.389,0,200,
3051.495,,,413.6
3051.589,0,200,
3051.695,,,413.6
3051.775,0,200,
3051.927,,,413.6
3052.010,0,200,
3052.095,,,413.6
3052.157,0,200,
3052.295,,,413.6
3052.357,0,200,
3052.395,,,413.6
3052.447,0,200,
3052.496,,,413.6
3052.535,0,200,
3052.595,,,413.6
3052.660,0,200,
3052.795,,,413.6
3052.856,0,200,
3052.895,,,413.6
3052.957,0,200,
3052.999,,,413.6
3053.043,0,200,
3053.096,,,413.6
3053.155,0,200,
3053.195,,,413.6
3053.260,0,200,
3053.395,,,413.6
3053.468,0,200,
3053.595,,,413.6
3053.667,0,200,
3053.795,,,413.6
3053.865,0,200,
3053.996,,,413.6
3054.080,0,200,
3054.133,,,413.6
3054.192,0,200,
3054.232,,,413.6
3054.290,0,200,
3054.333,,,413.6
3054.405,0,200,
3054.497,,,413.6
3054.565,0,200,
3054.696,,,413.6
3054.782,0,200,
3054.895,,,413.6
3054.987,0,200,
3055.096,,,413.6
3055.189,0,200,
3055.294,,,413.6
3055.361,0,200,
3055.496,,,413.6
3055.602,0,200,
3055.696,,,413.6
3055.764,0,200,
3055.831,,,413.6
3055.894,0,200,
3055.996,,,413.6
3056.098,0,200,
3056.196,,,413.6
3056.262,0,200,
3056.395,,,413.6
3056.470,0,200,
3056.535,,,413.6
3056.575,0,200,
3056.695,,,413.6
3056.790,0,200,
3056.895,,,413.6
3056.986,0,200,
3057.129,,,413.6
3057.181,0,200,
3057.231,,,413.6
3057.288,0,200,
3057.333,,,413.6
3057.373,0,200,
3057.430,,,413.6
3057.492,0,200,
3057.594,,,413.6
3057.664,0,200,
3057.795,,,413.6
3057.863,0,200,
3057.996,,,413.6
3058.045,0,200,
3058.095,,,413.6
3058.151,0,200,
3058.195,,,413.6
3058.252,0,200,
3058.295,,,413.6
3058.409,0,200,
3058.507,,,413.6
3058.574,0,200,
3058.695,,,413.6
3058.783,0,200,
3058.928,,,413.6
3058.973,0,200,
3059.100,,,413.6
3059.182,0,200,
3059.296,,,413.6
3059.383,0,200,
3059.496,,,413.6
3059.589,0,200,
3059.696,,,413.6
3059.805,0,200,
3059.896,,,413.6
3059.951,0,200,
3059.995,,,413.6
3060.056,0,200,
3060.198,,,413.6
3060.267,0,200,
3060.395,,,413.6
3060.450,0,200,
3060.495,,,413.6
3060.551,0,200,
3060.596,,,413.6
3060.646,0,200,
3060.695,,,413.6
3060.753,0,200,
3060.821,,,413.6
3060.902,0,200,
3060.996,,,413.6
3061.098,0,200,
3061.195,,,413.6
3061.242,0,200,
3061.295,,,413.6
3061.362,0,200,
3061.497,,,413.6
3061.568,0,200,
3061.695,,,413.6
3061.745,0,200,
3061.795,,,413.6
3061.851,0,200,
3061.894,,,413.6
3061.937,0,200,
3061.995,,,413.6
3062.033,0,200,
3062.096,,,413.6
3062.153,0,200,
3062.195,,,413.6
3062.241,0,200,
3062.295,,,413.6
3062.353,0,200,
3062.395,,,413.6
3062.449,0,200,
3062.496,,,413.6
3062.559,0,200,
3062.695,,,413.6
3062.748,0,200,
3062.795,,,413.6
3062.852,0,200,
3062.894,,,413.6
3062.942,0,200,
3062.995,,,413.6
3063.059,0,200,
3063.195,,,413.6
3063.235,0,200,
3063.296,,,413.6
3063.359,0,200,
3063.496,,,413.6
3063.561,0,200,
3063.695,,,413.6
3063.747,0,200,
3063.796,,,413.6
3063.859,0,200,
3063.995,,,413.6
3064.061,0,200,
3064.196,,,413.6
3064.262,0,200,
3064.396,,,413.6
3064.469,0,200,
3064.595,,,413.6
3064.668,0,200,
3064.829,,,413.6
3064.895,0,200,
3065.027,,,413.6
3065.081,0,200,
3065.130,,,413.6
3065.212,0,200,
3065.295,,,413.6
3065.355,0,200,
3065.394,,,413.6
3065.456,0,200,
3065.595,,,413.6
3065.661,0,200,
3065.731,,,413.6
3065.776,0,200,
3065.895,,,413.6
3065.970,0,200,
3066.095,,,413.6
3066.176,0,200,
3066.329,,,413.6
3066.394,0,200,
3066.432,,,413.6
3066.502,0,200,
3066.612,,,413.6
3066.689,0,200,
3066.830,,,413.6
3066.879,0,200,
3066.996,,,413.6
3067.062,0,200,
3067.195,,,413.6
3067.258,0,200,
3067.395,,,413.6
3067.463,0,200,
3067.595,,,413.6
3067.672,0,200,
3067.795,,,413.6
3067.859,0,200,
3067.929,,,413.6
3067.983,0,200,
3068.034,,,413.6
3068.089,0,200,
3068.195,,,413.6
3068.308,0,200,
3068.396,,,413.6
3068.460,0,200,
3068.596,,,413.6
3068.654,0,200,
3068.696,,,413.6
3068.765,0,200,
3068.895,,,413.6
3068.967,0,200,
3069.095,,,413.6
3069.156,0,200,
3069.297,,,413.6
3069.364,0,200,
3069.495,,,413.6
3069.564,0,200,
3069.695,,,413.6
3069.766,0,200,
3069.896,,,413.6
3069.963,0,200,
3070.095,,,413.6
3070.193,0,200,
3070.296,,,413.6
3070.406,0,200,
3070.496,,,413.6
3070.558,0,200,
3070.695,,,413.6
3070.761,0,200,
3070.895,,,413.6
3070.938,0,200,
3070.996,,,413.6
3071.059,0,200,
3071.195,,,413.6
3071.261,0,200,
3071.395,,,413.6
3071.457,0,200,
3071.510,,,413.6
3071.570,0,200,
3071.696,,,413.6
3071.770,0,200,
3071.896,,,413.6
3071.945,0,200,
3071.995,,,413.6
3072.059,0,200,
3072.196,,,413.6
3072.255,0,200,
3072.395,,,413.6
3072.455,0,200,
3072.496,,,413.6
3072.558,0,200,
3072.695,,,413.6
3072.761,0,200,
3072.896,,,413.6
3072.944,0,200,
3072.996,,,413.6
3073.060,0,200,
3073.197,,,413.6
3073.258,0,200,
3073.395,,,413.6
3073.440,0,200,
3073.496,,,413.6
3073.554,0,200,
3073.696,,,413.6
3073.748,0,200,
3073.795,,,413.6
3073.847,0,200,
3073.895,,,413.6
3073.952,0,200,
3073.994,,,413.6
3074.056,0,200,
3074.096,,,413.6
3074.184,0,200,
3074.235,,,413.6
3074.292,0,200,
3074.395,,,413.6
3074.471,0,200,
3074.596,,,413.6
3074.678,0,200,
3074.796,,,413.6
3074.933,0,200,
3074.995,,,413.6
3075.053,0,200,
3075.095,,,413.6
3075.161,0,200,
3075.296,,,413.6
3075.358,0,200,
3075.495,,,413.6
3075.557,0,200,
3075.694,,,413.6
3075.753,0,200,
3075.794,,,413.6
3075.853,0,200,
3075.895,,,413.6
3075.950,0,200,
3075.995,,,413.6
3076.057,0,200,
3076.094,,,413.6
3076.150,0,200,
3076.194,,,413.6
3076.247,0,200,
3076.294,,,413.6
3076.355,0,200,
3076.395,,,413.6
3076.456,0,200,
3076.495,,,413.6
3076.549,0,200,
3076.594,,,413.6
3076.657,0,200,
3076.730,,,413.6
3076.769,0,200,
3076.895,,,413.6
3076.979,0,200,
3077.097,,,413.6
3077.183,0,200,
3077.295,,,413.6
3077.388,0,200,
3077.497,,,413.6
3077.592,0,200,
3077.695,,,413.6
3077.781,0,200,
3077.896,,,413.6
3077.991,0,200,
3078.095,,,413.6
3078.194,0,200,
3078.330,,,413.6
3078.399,0,200,
3078.496,,,413.6
3078.549,0,200,
3078.596,,,413.6
3078.654,0,200,
3078.695,,,413.6
3078.744,0,200,
3078.796,,,413.6
3078.857,0,200,
3078.896,,,413.6
3078.953,0,200,
3078.996,,,413.6
3079.035,0,200,
3079.095,,,413.6
3079.138,0,200,
3079.229,,,413.6
3079.288,0,200,
3079.396,,,413.6
3079.476,0,200,
3079.596,,,413.6
3079.679,0,200,
3079.797,,,413.6
3079.867,0,200,
3079.995,,,413.6
3080.058,0,200,
3080.095,,,413.6
3080.153,0,200,
3080.195,,,413.6
3080.258,0,200,
3080.396,,,413.6
3080.463,0,200,
3080.595,,,413.6
3080.652,0,200,
3080.695,,,413.6
3080.758,0,200,
3080.795,,,413.6
3080.834,0,200,
3080.895,,,413.6
3080.955,0,200,
3080.994,,,413.6
3081.061,0,200,
3081.195,,,413.6
3081.267,0,200,
3081.395,,,413.6
3081.461,0,200,
3081.595,,,413.6
3081.659,0,200,
3081.795,,,413.6
3081.851,0,200,
3081.895,,,413.6
3081.960,0,200,
3082.095,,,413.6
3082.149,0,200,
3082.196,,,413.6
3082.263,0,200,
3082.395,,,413.6
3082.451,0,200,
3082.495,,,413.6
3082.567,0,200,
3082.696,,,413.6
3082.762,0,200,
3082.895,,,413.6
3082.964,0,200,
3083.096,,,413.6
3083.156,0,200,
3083.194,,,413.6
3083.252,0,200,
3083.294,,,413.6
3083.372,0,200,
3083.496,,,413.6
3083.573,0,200,
3083.695,,,413.6
3083.774,0,200,
3083.900,,,413.6
3083.968,0,200,
3084.094,,,413.6
3084.169,0,200,
3084.296,,,413.6
3084.375,0,200,
3084.496,,,413.6
3084.574,0,200,
3084.634,,,413.6
3084.680,0,200,
3084.730,,,413.6
3084.791,0,200,
3084.895,,,413.6
3084.946,0,200,
3084.995,,,413.6
3085.057,0,200,
3085.128,,,413.6
3085.177,0,200,
3085.232,,,413.6
3085.294,0,200,
3085.395,,,413.6
3085.439,0,200,
3085.495,,,413.6
3085.561,0,200,
3085.695,,,413.6
3085.743,0,200,
3085.795,,,413.6
3085.860,0,200,
3085.994,,,413.6
3086.070,0,200,
3086.196,,,413.6
3086.273,0,200,
3086.394,,,413.6
3086.481,0,200,
3086.595,,,413.6
3086.688,0,200,
3086.829,,,413.6
3086.886,0,200,
3086.932,,,413.6
3086.992,0,200,
3087.128,,,413.6
3087.194,0,200,
3087.234,,,413.6
3087.292,0,200,
3087.395,,,413.6
3087.445,0,200,
3087.495,,,413.6
3087.559,0,200,
3087.695,,,413.6
3087.740,0,200,
3087.796,,,413.6
3087.858,0,200,
3087.995,,,413.6
3088.039,0,200,
3088.096,,,413.6
3088.135,0,200,
3088.195,,,413.6
3088.239,0,200,
3088.295,,,413.6
3088.353,0,200,
3088.497,,,413.6
3088.563,0,200,
3088.626,,,413.6
3088.685,0,200,
3088.732,,,413.6
3088.789,0,200,
3088.831,,,413.6
3088.893,0,200,
3088.995,,,413.6
3089.062,0,200,
3089.195,,,413.6
3089.249,0,200,
3089.295,,,413.6
3089.352,0,200,
3089.396,,,413.6
3089.457,0,200,
3089.513,,,413.6
3089.576,0,200,
3089.694,,,413.6
3089.778,0,200,
3089.894,,,413.6
3089.993,0,200,
3090.095,,,413.6
3090.155,0,200,
3090.194,,,413.6
3090.248,0,200,
3090.296,,,413.6
3090.359,0,200,
3090.496,,,413.6
3090.568,0,200,
3090.695,,,413.6
3090.773,0,200,
3090.895,,,413.6
3091.011,0,200,
3091.128,,,413.6
3091.310,0,200,
3091.395,,,413.6
3091.533,0,200,
3091.595,,,413.6
3092.120,0,200,
3112.826,,,331.8
3112.933,190,,
3113.027,,,331.8
3113.091,215,,
3113.227,,,331.8
3113.294,240,,
3113.427,,,331.8
3113.485,265,,
3113.526,,,331.8
3113.590,290,,
3113.726,,,331.8
3113.786,315,,
3113.826,,,331.8
3113.893,320,,
3114.027,,,331.8
3114.098,325,,
3114.227,,,331.8
3114.299,330,,
3114.427,,,331.8
3114.501,335,,
3114.628,,,331.8
3114.695,335,,
3114.827,,,331.8
3114.891,335,,
3114.927,,,331.8
3114.971,335,,
3115.026,,,331.8
3115.088,335,,
3115.127,,,331.8
3115.190,335,,
3115.226,,,331.8
3115.295,335,,
3115.327,,,331.8
3115.396,335,,
3115.527,,,331.8
3115.593,335,,
3115.627,,,331.8
3115.727,335,,
3115.827,,,331.8
3115.891,335,,
3115.926,,,331.8
3115.973,335,,
3116.327,,,413.6
3116.490,0,200,
3116.627,,,413.6
3116.691,0,200,
3116.827,,,413.6
3116.900,0,200,
3117.026,,,413.6
3117.074,0,200,
3117.127,,,413.6
3117.186,0,200,
3117.226,,,413.6
3117.300,0,200,
3117.426,,,413.6
3117.496,0,200,
3117.627,,,413.6
3117.691,0,200,
3117.826,,,413.6
3117.891,0,200,
3118.027,,,413.6
3118.069,0,200,
3118.126,,,413.6
3118.186,0,200,
3118.227,,,413.6
3118.301,0,200,
3118.427,,,413.6
3118.486,0,200,
3118.626,,,413.6
3118.687,0,200,
3118.827,,,413.6
3118.896,0,200,
3119.026,,,413.6
3119.863,0,200,
3214.754,,,331.8
3214.819,190,,
3214.862,,,331.8
3214.903,215,,
3214.953,,,331.8
3214.995,240,,
3215.053,,,331.8
3215.115,265,,
3215.254,,,331.8
3215.299,290,,
3215.354,,,331.8
3215.393,315,,
3215.455,,,331.8
3215.502,320,,
3215.554,,,331.8
3215.596,325,,
3215.655,,,331.8
3215.696,330,,
3215.788,,,331.8
3215.827,335,,
3215.956,,,331.8
3216.005,335,,
3216.054,,,331.8
3216.095,335,,
3216.154,,,331.8
3216.196,335,,
3216.255,,,331.8
3216.296,335,,
3216.355,,,331.8
3216.399,335,,
3216.454,,,331.8
3216.524,335,,
3216.555,,,331.8
3216.597,335,,
3216.656,,,331.8
3216.695,335,,
3216.754,,,331.8
3216.796,335,,
3216.854,,,331.8
3216.902,335,,
3216.954,,,331.8
3216.994,335,,
3217.055,,,331.8
3217.095,335,,
3217.154,,,331.8
3217.194,335,,
3217.254,,,331.8
3217.293,335,,
3217.354,,,331.8
3217.401,335,,
3217.487,,,331.8
3217.526,335,,
3218.054,,,413.6
3218.119,0,200,
3218.254,,,413.6
3218.317,0,200,
3218.454,,,413.6
3218.503,0,200,
3218.554,,,413.6
3218.597,0,200,
3218.654,,,413.6
3218.700,0,200,
3218.755,,,413.6
3218.798,0,200,
3218.854,,,413.6
3218.897,0,200,
3218.954,,,413.6
3218.997,0,200,
3219.054,,,413.6
3219.097,0,200,
3219.154,,,413.6
3219.198,0,200,
3219.254,,,413.6
3219.297,0,200,
3219.354,,,413.6
3219.398,0,200,
3219.455,,,413.6
3219.499,0,200,
3219.554,,,413.6
3219.597,0,200,
3219.654,,,413.6
3219.699,0,200,
3219.754,,,413.6
3219.797,0,200,
3219.854,,,413.6
3219.898,0,200,
3219.954,,,413.6
3220.000,0,200,
3220.054,,,413.6
3220.097,0,200,
3220.154,,,413.6
3220.195,0,200,
3220.254,,,413.6
3220.297,0,200,
3220.354,,,413.6
3220.396,0,200,
3220.453,,,413.6
3220.502,0,200,
3220.555,,,413.6
3220.596,0,200,
3220.654,,,413.6
3220.697,0,200,
3220.755,,,413.6
3220.798,0,200,
3220.854,,,413.6
3220.897,0,200,
3220.955,,,413.6
3220.998,0,200,
3221.055,,,413.6
3221.097,0,200,
3221.154,,,413.6
3221.196,0,200,
3221.255,,,413.6
3221.307,0,200,
3221.355,,,413.6
3221.398,0,200,
3221.455,,,413.6
3221.498,0,200,
3221.556,,,413.6
3221.598,0,200,
3221.654,,,413.6
3221.696,0,200,
3221.754,,,413.6
3221.798,0,200,
3221.854,,,413.6
3221.898,0,200,
3221.954,,,413.6
3221.998,0,200,
3222.053,,,413.6
3222.099,0,200,
3222.187,,,413.6
3222.232,0,200,
3222.354,,,413.6
3222.401,0,200,
3222.491,,,413.6
3222.536,0,200,
3222.593,,,413.6
3222.634,0,200,
3222.690,,,413.6
3222.734,0,200,
3222.854,,,413.6
3222.918,0,200,
3223.056,,,413.6
3223.118,0,200,
3223.254,,,413.6
3223.298,0,200,
3223.354,,,413.6
3223.404,0,200,
3223.453,,,413.6
3223.499,0,200,
3223.560,,,413.6
3223.605,0,200,
3223.653,,,413.6
3223.695,0,200,
3223.788,,,413.6
3223.831,0,200,
3223.954,,,413.6
3224.013,0,200,
3224.088,,,413.6
3224.132,0,200,
3224.267,,,413.6
3224.309,0,200,
3224.354,,,413.6
3224.407,0,200,
3224.454,,,413.6
3224.509,0,200,
3224.554,,,413.6
3224.600,0,200,
3224.654,,,413.6
3224.696,0,200,
3224.754,,,413.6
3224.799,0,200,
3224.854,,,413.6
3224.906,0,200,
3224.956,,,413.6
3225.001,0,200,
3225.053,,,413.6
3225.100,0,200,
3225.153,,,413.6
3225.195,0,200,
3225.254,,,413.6
3225.299,0,200,
3225.354,,,413.6
3225.398,0,200,
3225.453,,,413.6
3225.498,0,200,
3225.559,,,413.6
3225.606,0,200,
3225.655,,,413.6
3225.697,0,200,
3225.756,,,413.6
3225.800,0,200,
3225.855,,,413.6
3225.901,0,200,
3225.956,,,413.6
3225.998,0,200,
3226.055,,,413.6
3226.102,0,200,
3226.155,,,413.6
3226.198,0,200,
3226.255,,,413.6
3226.305,0,200,
3226.354,,,413.6
3226.408,0,200,
3226.454,,,413.6
3226.508,0,200,
3226.590,,,413.6
3226.633,0,200,
3226.689,,,413.6
3226.731,0,200,
3226.888,,,413.6
3226.942,0,200,
3227.054,,,413.6
3227.121,0,200,
3227.188,,,413.6
3227.233,0,200,
3227.355,,,413.6
3227.405,0,200,
3227.453,,,413.6
3227.495,0,200,
3227.554,,,413.6
3227.597,0,200,
3227.687,,,413.6
3227.730,0,200,
3227.856,,,413.6
3227.943,0,200,
3228.055,,,413.6
3228.112,0,200,
3228.153,,,413.6
3228.196,0,200,
3228.254,,,413.6
3228.298,0,200,
3228.354,,,413.6
3228.430,0,200,
3228.568,,,413.6
3228.613,0,200,
3228.654,,,413.6
3228.699,0,200,
3228.754,,,413.6
3228.797,0,200,
3228.854,,,413.6
3228.899,0,200,
3228.953,,,413.6
3228.997,0,200,
3229.055,,,413.6
3229.099,0,200,
3229.154,,,413.6
3229.200,0,200,
3229.254,,,413.6
3229.295,0,200,
3229.353,,,413.6
3229.398,0,200,
3229.454,,,413.6
3229.498,0,200,
3229.553,,,413.6
3229.597,0,200,
3229.653,,,413.6
3229.698,0,200,
3229.753,,,413.6
3229.819,0,200,
3229.955,,,413.6
3230.007,0,200,
3230.086,,,413.6
3230.129,0,200,
3230.255,,,413.6
3230.298,0,200,
3230.354,,,413.6
3230.399,0,200,
3230.454,,,413.6
3230.504,0,200,
3230.591,,,413.6
3230.634,0,200,
3230.690,,,413.6
3230.735,0,200,
3230.789,,,413.6
3230.832,0,200,
3230.988,,,413.6
3231.033,0,200,
3231.154,,,413.6
3231.209,0,200,
3231.253,,,413.6
3231.298,0,200,
3231.354,,,413.6
3231.394,0,200,
3231.454,,,413.6
3231.497,0,200,
3231.554,,,413.6
3231.596,0,200,
3231.689,,,413.6
3231.735,0,200,
3231.854,,,413.6
3231.913,0,200,
3232.090,,,413.6
3232.131,0,200,
3232.190,,,413.6
3232.235,0,200,
3232.354,,,413.6
3232.409,0,200,
3232.453,,,413.6
3232.503,0,200,
3232.555,,,413.6
3232.609,0,200,
3232.755,,,413.6
3232.799,0,200,
3232.854,,,413.6
3232.898,0,200,
3232.954,,,413.6
3232.997,0,200,
3233.053,,,413.6
3233.098,0,200,
3233.153,,,413.6
3233.196,0,200,
3233.254,,,413.6
3233.298,0,200,
3233.354,,,413.6
3233.397,0,200,
3233.454,,,413.6
3233.497,0,200,
3233.553,,,413.6
3233.598,0,200,
3233.655,,,413.6
3233.697,0,200,
3233.754,,,413.6
3233.796,0,200,
3233.854,,,413.6
3233.913,0,200,
3233.953,,,413.6
3233.999,0,200,
3234.053,,,413.6
3234.095,0,200,
3234.155,,,413.6
3234.196,0,200,
3234.253,,,413.6
3234.295,0,200,
3234.353,,,413.6
3234.396,0,200,
3234.454,,,413.6
3234.497,0,200,
3234.554,,,413.6
3234.597,0,200,
3234.654,,,413.6
3234.703,0,200,
3234.755,,,413.6
3234.797,0,200,
3234.854,,,413.6
3234.897,0,200,
3234.954,,,413.6
3234.998,0,200,
3235.056,,,413.6
3235.098,0,200,
3235.154,,,413.6
3235.201,0,200,
3235.253,,,413.6
3235.298,0,200,
3235.354,,,413.6
3235.396,0,200,
3235.454,,,413.6
3235.498,0,200,
3235.555,,,413.6
3235.597,0,200,
3235.688,,,413.6
3235.733,0,200,
3235.854,,,413.6
3235.905,0,200,
3235.976,,,413.6
3236.018,0,200,
3236.154,,,413.6
3236.198,0,200,
3236.254,,,413.6
3236.297,0,200,
3236.354,,,413.6
3236.396,0,200,
3236.454,,,413.6
3236.502,0,200,
3236.554,,,413.6
3236.597,0,200,
3236.654,,,413.6
3236.698,0,200,
3236.753,,,413.6
3236.796,0,200,
3236.854,,,413.6
3236.899,0,200,
3236.954,,,413.6
3237.016,0,200,
3237.154,,,413.6
3237.199,0,200,
3237.254,,,413.6
3237.298,0,200,
3237.354,,,413.6
3237.399,0,200,
3237.453,,,413.6
3237.500,0,200,
3237.553,,,413.6
3237.594,0,200,
3237.654,,,413.6
3237.699,0,200,
3237.756,,,413.6
3237.807,0,200,
3237.853,,,413.6
3237.897,0,200,
3237.953,,,413.6
3237.997,0,200,
3238.055,,,413.6
3238.131,0,200,
3238.255,,,413.6
3238.318,0,200,
3238.454,,,413.6
3238.513,0,200,
